evaluations raw_y
1 1.2291052114
3 1.3340448239
5 1.4585764294
6 1.6425755585
34 1.6960651289
55 2.1663778163
157 2.1968365554
202 2.2603978300
441 2.4752475248
483 2.7352297593
773 2.8868360277
977 2.9411764706
1043 2.9976019185
1987 3.1806615776
1992 3.5410764873
2598 3.6231884058
5002 1.2690355330
evaluations raw_y
1 1.2588116818
3 1.6600265604
8 1.8573551263
99 1.9500780031
149 2.0000000000
186 2.0798668885
243 2.3629489603
370 2.3992322457
512 2.5562372188
535 2.5987525988
607 2.8868360277
639 3.0562347188
972 3.2467532468
1052 4.0983606557
5002 2.7839643653
evaluations raw_y
1 1.1916110582
4 1.7531556802
6 1.8355359765
82 2.2935779817
278 2.5562372188
508 2.9411764706
623 3.1806615776
717 3.2467532468
810 3.5410764873
1098 3.7993920973
5002 2.9411764706
evaluations raw_y
1 0.9238728751
2 0.9462528388
3 1.1394712853
5 1.2195121951
11 1.4450867052
15 2.2281639929
92 2.3277467412
195 2.4752475248
362 2.5150905433
367 2.6427061311
464 3.5410764873
789 3.6231884058
1178 3.7091988131
1389 3.8940809969
1676 3.9936102236
2778 4.0983606557
3327 4.2087542088
3974 4.5787545788
5002 1.3227513228
evaluations raw_y
1 1.0620220901
2 1.1478420569
6 1.4060742407
7 1.5151515152
16 1.7730496454
23 1.9025875190
156 2.0525451560
180 2.1968365554
265 2.5562372188
277 2.8344671202
570 3.2467532468
2873 3.3875338753
5002 2.5150905433
evaluations raw_y
1 1.0008006405
2 1.0137875101
6 1.0548523207
7 2.0798668885
170 2.1079258010
218 2.1367521368
225 2.1663778163
228 2.5987525988
449 2.6427061311
470 2.8344671202
564 3.1806615776
784 3.3875338753
1172 3.4626038781
1262 3.5410764873
1337 3.8940809969
1942 4.0983606557
2272 4.4483985765
5002 1.4318442153
evaluations raw_y
1 0.7807620237
2 1.1230907457
3 1.5605493134
21 1.6960651289
36 1.8355359765
41 1.8573551263
89 1.9025875190
91 2.0259319287
106 2.1968365554
324 2.7839643653
693 3.2467532468
1339 3.3156498674
1792 3.7993920973
2257 4.0983606557
5002 2.2603978300
evaluations raw_y
1 1.0692899914
3 1.2794268168
4 1.3227513228
5 1.3935340022
6 1.8355359765
31 2.0000000000
200 2.0259319287
304 2.2281639929
334 2.2603978300
486 2.3629489603
495 2.9976019185
786 3.1172069825
1136 3.1806615776
1519 3.3156498674
1731 3.3875338753
1870 3.4626038781
2069 3.7091988131
2271 4.0983606557
2420 4.3252595156
5002 2.5150905433
evaluations raw_y
1 0.9130752374
2 0.9578544061
3 1.1916110582
6 1.8355359765
36 1.9747235387
108 2.0259319287
110 2.1079258010
535 2.8344671202
1108 3.0562347188
1250 3.1172069825
1345 3.3156498674
1871 3.5410764873
1906 3.7091988131
5002 0.9637625289
evaluations raw_y
1 1.2007684918
8 1.5762925599
36 1.5923566879
52 1.7146776406
66 2.0000000000
118 2.0798668885
139 2.3992322457
162 2.5150905433
398 2.5987525988
403 2.7352297593
450 3.1806615776
696 3.2467532468
5002 1.6960651289
