evaluations raw_y
1 0.7365939894
2 1.6600265604
11 2.3277467412
81 2.3629489603
786 2.5150905433
1988 2.5562372188
2760 2.9976019185
5000 1.4863258026
evaluations raw_y
1 1.2794268168
7 1.4723203769
11 1.5605493134
12 1.6425755585
43 1.8796992481
344 2.1367521368
603 2.2603978300
924 2.5562372188
2031 2.5987525988
2823 2.7352297593
5000 0.9025270758
evaluations raw_y
1 1.5006002401
14 1.7146776406
28 1.8142235123
41 1.9260400616
48 1.9747235387
515 2.2281639929
747 2.2935779817
930 2.5562372188
1741 2.5987525988
3028 2.7839643653
3404 2.8344671202
4515 2.9411764706
4931 3.0562347188
5000 1.3935340022
evaluations raw_y
1 0.8922198430
2 0.9462528388
4 1.3935340022
7 1.9747235387
58 2.0798668885
165 2.6427061311
3112 2.9411764706
5000 2.5562372188
evaluations raw_y
1 1.4318442153
5 1.5605493134
11 1.5923566879
34 1.6778523490
52 1.8142235123
61 2.1367521368
139 2.1968365554
217 2.4366471735
1382 2.9411764706
5000 1.4585764294
evaluations raw_y
1 1.1478420569
3 1.3691128149
12 1.4060742407
14 1.4863258026
17 1.6087516088
20 1.8355359765
84 1.9747235387
255 2.1367521368
272 2.3277467412
1343 2.3629489603
2973 2.4752475248
3199 2.6881720430
3748 3.1806615776
5000 1.1825922422
evaluations raw_y
1 1.3572204126
4 1.3812154696
25 1.6960651289
28 2.0798668885
47 2.5150905433
735 2.6427061311
3188 2.6881720430
5000 1.4060742407
evaluations raw_y
1 2.1367521368
395 2.5562372188
1054 2.5987525988
1287 2.9411764706
2950 3.1172069825
5000 1.7531556802
evaluations raw_y
1 0.8722958828
2 0.9819324430
6 0.9881422925
8 1.1737089202
10 1.6778523490
17 2.2603978300
123 2.2935779817
420 2.7352297593
1798 2.8868360277
4905 3.4626038781
5000 1.9025875190
evaluations raw_y
1 0.9293680297
2 1.0137875101
3 1.4188422247
7 1.8573551263
64 2.3277467412
797 2.4366471735
1463 2.7352297593
2116 2.9411764706
3820 2.9976019185
3997 3.3875338753
5000 1.0477787091
evaluations raw_y
1 0.9025270758
2 0.9758001561
3 1.0917030568
4 1.3007284079
9 1.3227513228
12 1.5451174289
23 2.0259319287
65 2.1663778163
327 2.3629489603
1315 2.7839643653
2164 2.8344671202
5000 1.2588116818
evaluations raw_y
1 0.8218277449
2 0.8821453776
3 0.9184423218
5 0.9462528388
6 1.1150758252
8 1.5605493134
16 1.6254876463
29 1.8355359765
38 2.0798668885
177 2.4366471735
641 2.5150905433
1245 2.6427061311
1660 2.7839643653
3492 2.8868360277
3865 3.4626038781
4727 3.5410764873
5000 1.7934002869
evaluations raw_y
1 1.0477787091
2 1.3227513228
3 1.6087516088
14 1.6425755585
28 1.8796992481
167 1.9260400616
197 2.2603978300
386 2.2935779817
888 2.4366471735
1331 2.5987525988
2656 2.6427061311
3821 2.9411764706
5000 1.3116474292
evaluations raw_y
1 1.4318442153
8 1.5006002401
10 1.8573551263
26 1.9260400616
59 2.3992322457
864 2.6881720430
1632 2.7839643653
5000 0.9697439876
evaluations raw_y
1 1.0008006405
2 1.7531556802
20 2.0525451560
112 2.1367521368
412 2.2603978300
641 2.4366471735
1484 2.6881720430
2627 2.7352297593
3875 3.6231884058
5000 1.9500780031
evaluations raw_y
1 1.2388503469
8 1.3116474292
11 1.5605493134
41 1.9500780031
210 2.3992322457
1647 2.6427061311
2045 2.7839643653
2076 2.8344671202
5000 0.9697439876
evaluations raw_y
1 1.1563367253
3 1.2388503469
5 1.2899896801
8 1.4723203769
12 1.5151515152
19 1.8796992481
105 1.9500780031
157 2.4366471735
415 2.5562372188
906 2.6427061311
2740 2.8344671202
5000 1.0993843448
evaluations raw_y
1 0.8973438622
4 1.1394712853
6 1.1825922422
8 1.4723203769
20 1.9260400616
134 1.9500780031
136 1.9747235387
159 2.1079258010
163 2.1367521368
397 2.2935779817
483 2.4366471735
822 2.4752475248
840 2.5987525988
1329 3.0562347188
4046 3.1806615776
5000 1.6087516088
evaluations raw_y
1 1.0766580534
3 1.1737089202
4 1.3935340022
7 2.0798668885
214 2.3277467412
575 2.3629489603
618 2.5150905433
742 2.7839643653
1502 2.8868360277
2860 3.4626038781
5000 0.8922198430
evaluations raw_y
1 1.0477787091
2 1.1394712853
3 1.5299877601
8 1.7146776406
59 2.0525451560
102 2.1079258010
468 2.1663778163
553 2.6881720430
1313 2.7839643653
2838 2.8868360277
4689 3.3156498674
5000 1.3227513228
