evaluations raw_y
1 -301.0000000000
8 -234.0000000000
34 -228.0000000000
131 -181.0000000000
172 -148.0000000000
238 -127.0000000000
268 -108.0000000000
302 -95.0000000000
332 -94.0000000000
390 -48.0000000000
402 -36.0000000000
490 -23.0000000000
493 -10.0000000000
585 -9.0000000000
587 -8.0000000000
618 3.0000000000
634 4.0000000000
859 5.0000000000
1212 6.0000000000
5011 -20.0000000000
evaluations raw_y
1 -450.0000000000
2 -342.0000000000
9 -274.0000000000
29 -249.0000000000
43 -194.0000000000
80 -181.0000000000
110 -162.0000000000
144 -155.0000000000
167 -135.0000000000
191 -107.0000000000
322 -95.0000000000
341 -94.0000000000
342 -42.0000000000
434 -36.0000000000
481 -35.0000000000
526 -29.0000000000
554 -22.0000000000
610 -16.0000000000
615 -10.0000000000
620 -4.0000000000
650 3.0000000000
749 4.0000000000
1030 5.0000000000
1765 6.0000000000
2240 7.0000000000
5011 -33.0000000000
evaluations raw_y
1 -416.0000000000
2 -329.0000000000
7 -276.0000000000
30 -255.0000000000
40 -241.0000000000
72 -228.0000000000
74 -195.0000000000
108 -128.0000000000
118 -101.0000000000
154 -75.0000000000
180 -55.0000000000
267 -49.0000000000
370 -43.0000000000
401 -42.0000000000
405 -34.0000000000
445 -22.0000000000
499 -16.0000000000
545 -15.0000000000
560 -2.0000000000
623 3.0000000000
629 4.0000000000
1147 5.0000000000
1706 6.0000000000
2898 7.0000000000
5011 7.0000000000
evaluations raw_y
1 -416.0000000000
3 -389.0000000000
7 -309.0000000000
13 -275.0000000000
18 -241.0000000000
33 -221.0000000000
43 -188.0000000000
69 -161.0000000000
125 -148.0000000000
146 -128.0000000000
189 -101.0000000000
287 -80.0000000000
354 -76.0000000000
360 -74.0000000000
365 -61.0000000000
391 -56.0000000000
414 -54.0000000000
415 -36.0000000000
448 -27.0000000000
478 -16.0000000000
579 -2.0000000000
604 2.0000000000
667 3.0000000000
978 4.0000000000
1017 5.0000000000
1643 6.0000000000
1783 7.0000000000
5011 7.0000000000
evaluations raw_y
1 -376.0000000000
2 -342.0000000000
5 -322.0000000000
16 -295.0000000000
33 -241.0000000000
45 -202.0000000000
101 -168.0000000000
146 -155.0000000000
168 -154.0000000000
169 -148.0000000000
210 -121.0000000000
214 -81.0000000000
264 -61.0000000000
281 -42.0000000000
328 -36.0000000000
346 -35.0000000000
433 -9.0000000000
514 3.0000000000
727 4.0000000000
1186 5.0000000000
1932 6.0000000000
2176 7.0000000000
5011 7.0000000000
evaluations raw_y
1 -504.0000000000
2 -490.0000000000
4 -295.0000000000
10 -289.0000000000
19 -275.0000000000
35 -241.0000000000
46 -208.0000000000
101 -201.0000000000
112 -181.0000000000
142 -175.0000000000
174 -141.0000000000
199 -135.0000000000
232 -128.0000000000
240 -101.0000000000
295 -41.0000000000
464 -35.0000000000
513 -22.0000000000
517 -17.0000000000
523 -10.0000000000
546 -3.0000000000
550 4.0000000000
1228 5.0000000000
1288 6.0000000000
5011 -34.0000000000
evaluations raw_y
1 -450.0000000000
2 -275.0000000000
50 -235.0000000000
72 -208.0000000000
75 -188.0000000000
120 -161.0000000000
129 -155.0000000000
133 -148.0000000000
150 -101.0000000000
181 -94.0000000000
240 -23.0000000000
274 -9.0000000000
330 -4.0000000000
475 1.0000000000
531 3.0000000000
556 4.0000000000
754 5.0000000000
1381 6.0000000000
1953 7.0000000000
5011 7.0000000000
evaluations raw_y
1 -356.0000000000
6 -295.0000000000
13 -268.0000000000
20 -168.0000000000
72 -161.0000000000
91 -141.0000000000
118 -115.0000000000
143 -94.0000000000
176 -75.0000000000
212 -68.0000000000
258 -48.0000000000
266 -29.0000000000
308 -9.0000000000
535 -3.0000000000
538 -2.0000000000
572 4.0000000000
1039 5.0000000000
1649 6.0000000000
3469 7.0000000000
5011 6.0000000000
evaluations raw_y
1 -396.0000000000
4 -342.0000000000
6 -201.0000000000
29 -195.0000000000
69 -154.0000000000
101 -142.0000000000
116 -121.0000000000
136 -114.0000000000
236 -101.0000000000
266 -34.0000000000
462 -28.0000000000
575 -9.0000000000
617 -2.0000000000
792 2.0000000000
872 3.0000000000
883 4.0000000000
1034 5.0000000000
2403 6.0000000000
5011 -1.0000000000
evaluations raw_y
1 -255.0000000000
58 -242.0000000000
80 -194.0000000000
98 -187.0000000000
140 -141.0000000000
170 -134.0000000000
245 -128.0000000000
246 -115.0000000000
259 -88.0000000000
316 -81.0000000000
324 -76.0000000000
356 -48.0000000000
391 -41.0000000000
405 -30.0000000000
409 -4.0000000000
601 -3.0000000000
676 3.0000000000
832 4.0000000000
1032 5.0000000000
1956 6.0000000000
2419 7.0000000000
5011 -13.0000000000
