evaluations raw_y
1 0.9520182788
2 0.9819324430
4 1.4318442153
7 1.4723203769
11 1.6254876463
66 1.7730496454
91 1.9025875190
93 1.9500780031
98 2.1367521368
109 2.1663778163
160 2.2935779817
170 2.4752475248
211 2.9976019185
394 3.0562347188
577 3.1172069825
611 3.1806615776
764 3.6231884058
797 3.9936102236
887 4.0983606557
1226 4.4483985765
5002 2.3277467412
evaluations raw_y
1 1.0339123242
2 1.1563367253
14 1.2487512488
21 1.3935340022
37 1.6087516088
41 1.7730496454
51 2.0798668885
79 2.4366471735
140 2.5150905433
168 2.5987525988
223 3.1806615776
237 3.3156498674
392 3.4626038781
704 3.7993920973
5002 3.7993920973
evaluations raw_y
1 0.7730364873
2 0.8579272478
3 1.0271158587
4 1.3935340022
6 1.4188422247
7 1.6960651289
50 1.7146776406
96 1.8355359765
108 1.9025875190
116 1.9747235387
119 2.0259319287
161 2.3277467412
182 2.4366471735
291 2.8344671202
488 2.8868360277
884 3.1172069825
1136 3.3875338753
1411 3.4626038781
1469 3.5410764873
1670 3.9936102236
2526 4.4483985765
5002 1.6600265604
evaluations raw_y
1 0.7654623393
2 1.1825922422
3 1.2794268168
4 1.3812154696
5 1.4450867052
11 1.9260400616
92 2.0000000000
119 2.0259319287
144 2.3992322457
175 2.4752475248
312 3.0562347188
448 3.1172069825
899 3.3156498674
3104 3.6231884058
5002 1.1071744907
evaluations raw_y
1 1.0477787091
2 1.1825922422
3 1.2588116818
7 1.3455328310
17 1.6600265604
34 2.0525451560
90 2.4366471735
123 2.4752475248
162 2.6427061311
195 3.0562347188
324 3.7993920973
706 3.9936102236
5002 3.9936102236
evaluations raw_y
1 0.9578544061
2 1.1737089202
4 1.7934002869
10 1.8355359765
35 2.0000000000
44 2.2935779817
149 2.4366471735
150 2.9976019185
453 3.1172069825
5002 1.5299877601
evaluations raw_y
1 0.6426735219
2 1.3227513228
8 2.0259319287
15 2.2603978300
143 2.3277467412
163 2.4366471735
168 2.5987525988
175 2.6881720430
255 3.0562347188
483 3.7993920973
586 3.9936102236
813 4.0983606557
2797 4.2087542088
4975 4.3252595156
5002 4.3252595156
evaluations raw_y
1 1.0137875101
4 1.3227513228
6 1.5006002401
33 1.6254876463
46 2.0798668885
53 2.3992322457
75 2.4366471735
98 2.4752475248
151 2.8868360277
222 3.2467532468
280 3.7091988131
337 3.7993920973
1004 4.0983606557
5002 1.6425755585
evaluations raw_y
1 0.7966857871
2 1.1071744907
3 1.2487512488
6 1.7146776406
15 2.0000000000
33 2.5562372188
262 2.5987525988
292 2.6881720430
313 3.0562347188
911 3.3156498674
1084 3.3875338753
1702 3.5410764873
1784 3.7993920973
2283 4.0983606557
2392 4.3252595156
5002 2.1663778163
evaluations raw_y
1 1.2195121951
2 1.7531556802
4 1.9260400616
57 2.3277467412
109 2.4752475248
204 3.0562347188
785 3.3156498674
1123 3.7091988131
5002 2.1079258010
