evaluations raw_y
1 -396.0000000000
3 -362.0000000000
9 -288.0000000000
17 -275.0000000000
20 -228.0000000000
33 -202.0000000000
39 -148.0000000000
64 -101.0000000000
71 -94.0000000000
85 -82.0000000000
87 -75.0000000000
101 -68.0000000000
110 -61.0000000000
122 -36.0000000000
147 -35.0000000000
166 -9.0000000000
192 -8.0000000000
232 3.0000000000
335 4.0000000000
336 5.0000000000
4833 6.0000000000
5002 -54.0000000000
evaluations raw_y
1 -537.0000000000
2 -376.0000000000
4 -355.0000000000
5 -349.0000000000
15 -335.0000000000
24 -322.0000000000
26 -302.0000000000
27 -254.0000000000
36 -242.0000000000
37 -228.0000000000
40 -202.0000000000
45 -168.0000000000
58 -167.0000000000
73 -154.0000000000
76 -147.0000000000
80 -134.0000000000
86 -101.0000000000
94 -94.0000000000
103 -75.0000000000
110 -74.0000000000
114 -68.0000000000
116 -67.0000000000
153 -54.0000000000
166 -47.0000000000
179 -28.0000000000
235 -22.0000000000
261 -3.0000000000
296 -2.0000000000
303 4.0000000000
369 5.0000000000
483 6.0000000000
5002 -40.0000000000
evaluations raw_y
1 -376.0000000000
2 -363.0000000000
4 -242.0000000000
7 -227.0000000000
11 -187.0000000000
15 -180.0000000000
30 -133.0000000000
36 -87.0000000000
57 -73.0000000000
81 -68.0000000000
91 -67.0000000000
101 -60.0000000000
108 -40.0000000000
133 -34.0000000000
149 -28.0000000000
170 -22.0000000000
186 -9.0000000000
209 -3.0000000000
278 3.0000000000
376 4.0000000000
536 5.0000000000
955 6.0000000000
5002 6.0000000000
evaluations raw_y
1 -497.0000000000
2 -491.0000000000
3 -490.0000000000
4 -457.0000000000
5 -423.0000000000
9 -389.0000000000
10 -336.0000000000
15 -315.0000000000
16 -282.0000000000
19 -221.0000000000
33 -208.0000000000
39 -194.0000000000
57 -174.0000000000
65 -147.0000000000
81 -101.0000000000
92 -87.0000000000
111 -68.0000000000
116 -61.0000000000
119 -41.0000000000
156 -34.0000000000
159 -21.0000000000
214 -7.0000000000
261 -1.0000000000
343 5.0000000000
4912 6.0000000000
5002 -8.0000000000
evaluations raw_y
1 -443.0000000000
2 -363.0000000000
7 -248.0000000000
12 -228.0000000000
17 -181.0000000000
32 -161.0000000000
41 -155.0000000000
43 -141.0000000000
49 -127.0000000000
58 -114.0000000000
65 -88.0000000000
80 -87.0000000000
88 -67.0000000000
124 -53.0000000000
128 -40.0000000000
154 -27.0000000000
171 -8.0000000000
189 -2.0000000000
254 -1.0000000000
263 3.0000000000
286 4.0000000000
408 5.0000000000
503 6.0000000000
5002 -27.0000000000
evaluations raw_y
1 -376.0000000000
3 -308.0000000000
5 -288.0000000000
28 -255.0000000000
34 -241.0000000000
35 -234.0000000000
36 -208.0000000000
45 -174.0000000000
48 -161.0000000000
50 -154.0000000000
54 -134.0000000000
61 -121.0000000000
62 -94.0000000000
67 -81.0000000000
93 -74.0000000000
96 -61.0000000000
97 -47.0000000000
109 -40.0000000000
122 -34.0000000000
215 -8.0000000000
297 -2.0000000000
323 -1.0000000000
355 5.0000000000
2113 6.0000000000
2708 7.0000000000
5002 -33.0000000000
evaluations raw_y
1 -316.0000000000
13 -221.0000000000
20 -201.0000000000
45 -188.0000000000
66 -141.0000000000
69 -121.0000000000
73 -101.0000000000
75 -88.0000000000
80 -48.0000000000
112 -35.0000000000
132 -28.0000000000
148 -22.0000000000
182 -9.0000000000
186 -3.0000000000
206 3.0000000000
304 4.0000000000
430 5.0000000000
814 6.0000000000
5002 -21.0000000000
evaluations raw_y
1 -490.0000000000
4 -362.0000000000
6 -309.0000000000
15 -261.0000000000
26 -195.0000000000
27 -188.0000000000
46 -155.0000000000
50 -128.0000000000
78 -108.0000000000
96 -101.0000000000
101 -94.0000000000
113 -88.0000000000
116 -81.0000000000
125 -75.0000000000
131 -54.0000000000
155 -35.0000000000
167 -34.0000000000
173 -28.0000000000
190 -15.0000000000
234 -2.0000000000
285 -1.0000000000
309 4.0000000000
421 5.0000000000
470 6.0000000000
561 7.0000000000
5002 -40.0000000000
evaluations raw_y
1 -342.0000000000
4 -309.0000000000
18 -295.0000000000
19 -215.0000000000
22 -188.0000000000
25 -168.0000000000
42 -155.0000000000
45 -141.0000000000
47 -128.0000000000
77 -115.0000000000
103 -108.0000000000
106 -94.0000000000
123 -81.0000000000
133 -68.0000000000
137 -62.0000000000
143 -54.0000000000
151 -48.0000000000
154 -43.0000000000
159 -29.0000000000
182 -23.0000000000
198 -10.0000000000
259 -9.0000000000
274 -3.0000000000
309 -2.0000000000
322 3.0000000000
371 4.0000000000
439 5.0000000000
2628 6.0000000000
5002 -14.0000000000
evaluations raw_y
1 -329.0000000000
4 -202.0000000000
11 -195.0000000000
13 -182.0000000000
29 -162.0000000000
44 -148.0000000000
45 -147.0000000000
48 -128.0000000000
58 -108.0000000000
85 -101.0000000000
89 -95.0000000000
90 -88.0000000000
100 -68.0000000000
116 -54.0000000000
123 -48.0000000000
135 -28.0000000000
209 -9.0000000000
248 -3.0000000000
286 4.0000000000
361 5.0000000000
372 6.0000000000
464 7.0000000000
5002 -54.0000000000
