evaluations raw_y
1 -416.0000000000
2 -342.0000000000
22 -255.0000000000
41 -228.0000000000
173 -208.0000000000
304 -174.0000000000
326 -108.0000000000
574 -81.0000000000
660 -75.0000000000
773 -62.0000000000
793 -22.0000000000
1069 -2.0000000000
1693 2.0000000000
1736 3.0000000000
2242 4.0000000000
3293 5.0000000000
3694 6.0000000000
5025 -23.0000000000
evaluations raw_y
1 -578.0000000000
2 -484.0000000000
3 -376.0000000000
4 -276.0000000000
8 -234.0000000000
27 -194.0000000000
311 -188.0000000000
333 -174.0000000000
405 -114.0000000000
536 -94.0000000000
752 -61.0000000000
1107 -55.0000000000
1113 -49.0000000000
1171 -42.0000000000
1200 -35.0000000000
1226 -23.0000000000
1326 -9.0000000000
1446 -8.0000000000
1525 -3.0000000000
1576 3.0000000000
1944 5.0000000000
5025 -16.0000000000
evaluations raw_y
1 -429.0000000000
2 -376.0000000000
16 -349.0000000000
18 -262.0000000000
32 -261.0000000000
66 -254.0000000000
83 -242.0000000000
133 -222.0000000000
167 -181.0000000000
244 -140.0000000000
355 -127.0000000000
375 -87.0000000000
526 -35.0000000000
660 -21.0000000000
1169 -16.0000000000
1207 -14.0000000000
1231 -9.0000000000
1305 -3.0000000000
1491 -2.0000000000
1509 4.0000000000
2132 5.0000000000
4006 6.0000000000
5025 3.0000000000
evaluations raw_y
1 -416.0000000000
2 -362.0000000000
7 -301.0000000000
20 -268.0000000000
40 -255.0000000000
48 -235.0000000000
87 -174.0000000000
302 -147.0000000000
423 -134.0000000000
475 -121.0000000000
533 -114.0000000000
537 -102.0000000000
559 -101.0000000000
624 -94.0000000000
709 -87.0000000000
752 -81.0000000000
786 -68.0000000000
803 -61.0000000000
824 -54.0000000000
885 -42.0000000000
995 -35.0000000000
1005 -29.0000000000
1269 -28.0000000000
1309 -22.0000000000
1407 -17.0000000000
1587 -16.0000000000
1601 -11.0000000000
1656 -3.0000000000
1837 4.0000000000
1961 5.0000000000
5025 2.0000000000
evaluations raw_y
1 -477.0000000000
2 -309.0000000000
7 -228.0000000000
19 -162.0000000000
302 -161.0000000000
324 -135.0000000000
362 -128.0000000000
372 -114.0000000000
529 -86.0000000000
760 -75.0000000000
762 -67.0000000000
812 -62.0000000000
841 -16.0000000000
1120 -10.0000000000
1229 3.0000000000
1734 4.0000000000
3371 5.0000000000
5025 4.0000000000
evaluations raw_y
1 -477.0000000000
2 -436.0000000000
3 -376.0000000000
4 -262.0000000000
34 -228.0000000000
109 -221.0000000000
256 -215.0000000000
298 -208.0000000000
311 -194.0000000000
316 -188.0000000000
330 -181.0000000000
339 -161.0000000000
427 -147.0000000000
540 -121.0000000000
552 -107.0000000000
557 -94.0000000000
754 -81.0000000000
759 -69.0000000000
824 -66.0000000000
939 -55.0000000000
1005 -20.0000000000
1199 -15.0000000000
1462 -10.0000000000
1557 -4.0000000000
1655 -3.0000000000
1757 -2.0000000000
1772 4.0000000000
2256 5.0000000000
4281 6.0000000000
5025 -4.0000000000
evaluations raw_y
1 -477.0000000000
2 -396.0000000000
11 -282.0000000000
18 -228.0000000000
87 -215.0000000000
154 -187.0000000000
182 -181.0000000000
306 -174.0000000000
327 -140.0000000000
540 -135.0000000000
552 -88.0000000000
689 -67.0000000000
792 -35.0000000000
1147 -30.0000000000
1148 -28.0000000000
1255 -23.0000000000
1341 -21.0000000000
1369 -16.0000000000
1481 -15.0000000000
1510 3.0000000000
1894 4.0000000000
2642 5.0000000000
4190 6.0000000000
5025 2.0000000000
evaluations raw_y
1 -390.0000000000
5 -342.0000000000
10 -275.0000000000
22 -154.0000000000
355 -148.0000000000
379 -108.0000000000
527 -47.0000000000
1010 -13.0000000000
1431 -2.0000000000
1676 4.0000000000
2080 5.0000000000
2638 6.0000000000
5025 5.0000000000
evaluations raw_y
1 -322.0000000000
2 -308.0000000000
8 -295.0000000000
25 -282.0000000000
69 -248.0000000000
101 -221.0000000000
194 -214.0000000000
379 -167.0000000000
542 -121.0000000000
593 -101.0000000000
755 -81.0000000000
820 -80.0000000000
838 -74.0000000000
858 -61.0000000000
897 -40.0000000000
1141 -34.0000000000
1331 -28.0000000000
1392 -22.0000000000
1456 -16.0000000000
1462 -15.0000000000
1509 -8.0000000000
1917 -2.0000000000
1973 4.0000000000
2468 5.0000000000
5025 -4.0000000000
evaluations raw_y
1 -382.0000000000
15 -376.0000000000
16 -302.0000000000
20 -268.0000000000
40 -255.0000000000
102 -242.0000000000
108 -234.0000000000
151 -228.0000000000
194 -208.0000000000
301 -134.0000000000
529 -116.0000000000
547 -115.0000000000
588 -114.0000000000
633 -95.0000000000
752 -88.0000000000
768 -80.0000000000
776 -68.0000000000
878 -62.0000000000
976 -43.0000000000
1051 -42.0000000000
1177 -36.0000000000
1227 -34.0000000000
1252 -28.0000000000
1358 -22.0000000000
1417 -15.0000000000
1714 -14.0000000000
1741 -9.0000000000
1747 -3.0000000000
1790 4.0000000000
2569 5.0000000000
5025 4.0000000000
