evaluations raw_y
1 0.9758001561
2 1.0766580534
3 1.2690355330
13 1.7730496454
48 1.8573551263
52 1.8796992481
222 2.0798668885
275 2.2603978300
383 2.4366471735
1000 0.6322711179
