evaluations raw_y
1 1.1563367253
2 1.3572204126
5 1.8142235123
15 2.0259319287
38 2.1968365554
50 2.2935779817
61 2.3277467412
75 2.4752475248
155 2.5562372188
324 2.5987525988
508 2.7352297593
534 2.8868360277
807 2.9411764706
1307 3.0562347188
5002 1.9747235387
evaluations raw_y
1 0.8722958828
3 1.2195121951
4 1.3340448239
6 1.5923566879
34 1.6425755585
46 1.7531556802
66 2.3277467412
258 2.4752475248
264 2.6427061311
315 2.8868360277
393 3.0562347188
631 3.2467532468
668 3.3156498674
1062 3.3875338753
1914 3.9936102236
5002 2.4366471735
evaluations raw_y
1 1.6600265604
10 1.7531556802
12 2.1079258010
40 2.5562372188
153 2.7839643653
246 2.8344671202
460 2.8868360277
492 2.9976019185
589 3.1806615776
606 3.2467532468
747 3.3156498674
882 3.3875338753
3456 3.6231884058
5002 1.9747235387
evaluations raw_y
1 1.1071744907
4 1.2794268168
7 1.3116474292
12 1.7531556802
48 1.9747235387
67 2.2281639929
113 2.3992322457
120 2.6881720430
163 2.8344671202
170 2.9411764706
210 3.3875338753
291 3.8940809969
611 4.0983606557
5002 2.5987525988
evaluations raw_y
1 0.9758001561
2 1.0993843448
4 1.2007684918
5 1.6600265604
18 1.7531556802
29 1.8796992481
86 1.9500780031
92 1.9747235387
198 2.1079258010
225 2.3992322457
292 3.1172069825
517 3.1806615776
548 3.3156498674
898 3.3875338753
997 3.9936102236
5002 2.4752475248
evaluations raw_y
1 0.7229612493
2 1.0008006405
4 1.0204081633
5 1.2899896801
6 1.3572204126
9 1.3691128149
14 1.7337031900
38 1.9025875190
49 2.3277467412
138 2.3629489603
183 2.4366471735
285 2.5150905433
351 3.1806615776
436 3.7091988131
5002 1.0766580534
evaluations raw_y
1 0.6589351608
2 1.3116474292
6 1.4060742407
9 1.8796992481
44 2.1079258010
134 2.2603978300
136 2.6427061311
246 2.7839643653
358 2.8344671202
368 2.9976019185
392 3.1172069825
1077 3.1806615776
1079 3.6231884058
1474 3.7091988131
1627 4.4483985765
1860 4.5787545788
5002 1.6960651289
evaluations raw_y
1 1.4060742407
7 1.6600265604
22 1.7146776406
31 2.1079258010
142 2.1367521368
204 2.2281639929
427 2.3277467412
504 2.7352297593
640 2.8344671202
740 2.9411764706
852 3.2467532468
1626 3.5410764873
2074 3.6231884058
5002 1.6087516088
evaluations raw_y
1 0.7436049970
2 1.0204081633
4 1.3116474292
5 1.4863258026
30 1.5151515152
31 1.8796992481
49 2.0000000000
92 2.2935779817
316 2.3992322457
418 2.5987525988
674 2.6427061311
701 2.7352297593
722 3.3156498674
1037 3.6231884058
1263 3.7993920973
5002 2.4366471735
evaluations raw_y
1 1.3227513228
2 1.4060742407
13 1.7730496454
35 2.0525451560
53 2.2603978300
100 2.5562372188
166 2.5987525988
397 2.7352297593
492 3.0562347188
646 3.1806615776
761 3.2467532468
797 3.3875338753
900 3.4626038781
1824 3.8940809969
5002 2.3992322457
