evaluations raw_y
1 -470.0000000000
3 -429.0000000000
4 -369.0000000000
5 -322.0000000000
8 -235.0000000000
23 -174.0000000000
62 -161.0000000000
119 -141.0000000000
152 -121.0000000000
164 -108.0000000000
242 -88.0000000000
366 -68.0000000000
403 -55.0000000000
462 -49.0000000000
476 -36.0000000000
505 -29.0000000000
531 -23.0000000000
625 -17.0000000000
661 -16.0000000000
1261 -15.0000000000
1957 -9.0000000000
2410 -3.0000000000
2441 -2.0000000000
3536 4.0000000000
3956 5.0000000000
4719 6.0000000000
5002 6.0000000000
evaluations raw_y
1 -645.0000000000
2 -308.0000000000
3 -288.0000000000
6 -241.0000000000
23 -187.0000000000
58 -160.0000000000
79 -133.0000000000
86 -113.0000000000
102 -100.0000000000
116 -87.0000000000
179 -81.0000000000
208 -68.0000000000
388 -48.0000000000
442 -35.0000000000
464 -29.0000000000
527 -23.0000000000
796 -17.0000000000
848 -16.0000000000
906 -3.0000000000
973 3.0000000000
1020 4.0000000000
1500 5.0000000000
1701 6.0000000000
5002 6.0000000000
evaluations raw_y
1 -450.0000000000
3 -423.0000000000
4 -362.0000000000
5 -342.0000000000
9 -262.0000000000
19 -228.0000000000
54 -208.0000000000
75 -181.0000000000
162 -168.0000000000
176 -161.0000000000
248 -141.0000000000
379 -121.0000000000
591 -101.0000000000
909 -88.0000000000
996 -75.0000000000
1127 -48.0000000000
1294 -28.0000000000
1589 -15.0000000000
2142 -9.0000000000
2150 -3.0000000000
2182 3.0000000000
2313 4.0000000000
2507 5.0000000000
4180 6.0000000000
5002 6.0000000000
evaluations raw_y
1 -490.0000000000
2 -208.0000000000
24 -194.0000000000
25 -161.0000000000
39 -107.0000000000
66 -94.0000000000
121 -74.0000000000
209 -54.0000000000
244 -41.0000000000
249 -34.0000000000
445 -14.0000000000
611 -1.0000000000
1348 5.0000000000
3249 6.0000000000
5002 6.0000000000
evaluations raw_y
1 -551.0000000000
2 -463.0000000000
3 -335.0000000000
6 -235.0000000000
55 -208.0000000000
101 -188.0000000000
149 -168.0000000000
329 -148.0000000000
415 -128.0000000000
466 -115.0000000000
584 -95.0000000000
720 -75.0000000000
755 -62.0000000000
865 -42.0000000000
888 -22.0000000000
1155 -9.0000000000
1378 -8.0000000000
1482 -2.0000000000
1613 -1.0000000000
1752 5.0000000000
2174 6.0000000000
2372 7.0000000000
5002 7.0000000000
evaluations raw_y
1 -355.0000000000
2 -275.0000000000
20 -234.0000000000
24 -228.0000000000
29 -181.0000000000
45 -161.0000000000
51 -141.0000000000
174 -128.0000000000
210 -108.0000000000
278 -95.0000000000
322 -82.0000000000
364 -69.0000000000
434 -49.0000000000
446 -36.0000000000
579 -35.0000000000
606 -23.0000000000
618 -22.0000000000
946 -16.0000000000
1133 -3.0000000000
1177 3.0000000000
1246 4.0000000000
1516 5.0000000000
3220 6.0000000000
4574 7.0000000000
5002 7.0000000000
evaluations raw_y
1 -161.0000000000
34 -141.0000000000
57 -121.0000000000
99 -108.0000000000
422 -81.0000000000
624 -68.0000000000
728 -55.0000000000
755 -42.0000000000
879 -22.0000000000
899 -2.0000000000
1656 4.0000000000
3180 5.0000000000
5002 -15.0000000000
evaluations raw_y
1 -342.0000000000
3 -322.0000000000
4 -255.0000000000
7 -248.0000000000
12 -241.0000000000
32 -201.0000000000
38 -161.0000000000
57 -134.0000000000
91 -127.0000000000
113 -121.0000000000
330 -101.0000000000
692 -88.0000000000
1127 -75.0000000000
1182 -62.0000000000
1245 -56.0000000000
1426 -55.0000000000
1643 -35.0000000000
2202 -29.0000000000
2282 -28.0000000000
2647 -27.0000000000
2849 -14.0000000000
3072 -1.0000000000
3689 5.0000000000
5002 5.0000000000
evaluations raw_y
1 -423.0000000000
3 -416.0000000000
9 -295.0000000000
10 -208.0000000000
31 -181.0000000000
65 -161.0000000000
101 -148.0000000000
182 -135.0000000000
390 -115.0000000000
412 -102.0000000000
477 -89.0000000000
501 -76.0000000000
540 -70.0000000000
645 -64.0000000000
716 -37.0000000000
776 -31.0000000000
916 -30.0000000000
1055 -17.0000000000
1081 -4.0000000000
1186 -3.0000000000
1232 -2.0000000000
1383 4.0000000000
1457 5.0000000000
2724 6.0000000000
5002 6.0000000000
evaluations raw_y
1 -652.0000000000
2 -349.0000000000
7 -262.0000000000
11 -228.0000000000
15 -208.0000000000
19 -155.0000000000
39 -128.0000000000
58 -108.0000000000
236 -95.0000000000
247 -88.0000000000
413 -81.0000000000
419 -75.0000000000
858 -62.0000000000
865 -49.0000000000
889 -36.0000000000
1166 -16.0000000000
1528 -15.0000000000
1871 -2.0000000000
1919 4.0000000000
1975 5.0000000000
2243 6.0000000000
4091 7.0000000000
5002 7.0000000000
