evaluations raw_y
1 1.4450867052
12 1.7730496454
18 1.8142235123
63 1.8355359765
164 2.1663778163
186 2.2281639929
194 2.3277467412
246 2.3629489603
470 2.7352297593
1064 2.8344671202
5014 2.8344671202
evaluations raw_y
1 0.9881422925
2 1.2794268168
9 1.2899896801
10 1.3340448239
11 1.3455328310
23 1.4863258026
40 1.5006002401
51 1.6254876463
101 1.7934002869
120 1.8796992481
198 1.9260400616
213 1.9500780031
240 2.0259319287
307 2.3992322457
394 2.5562372188
567 2.7839643653
1055 2.8868360277
3085 3.5410764873
5014 3.5410764873
evaluations raw_y
1 0.6879471657
2 0.8674531575
4 1.1649580615
12 1.1737089202
13 1.4723203769
18 1.4863258026
22 1.6778523490
41 2.1968365554
79 2.2281639929
170 2.5562372188
233 3.0562347188
333 3.2467532468
378 3.6231884058
5014 2.6427061311
evaluations raw_y
1 0.7196315486
2 0.8048937540
3 0.8175277959
4 1.4318442153
5 1.5151515152
7 1.5451174289
15 1.6600265604
22 1.6778523490
57 1.7934002869
123 2.0000000000
173 2.1079258010
247 2.1968365554
347 2.5150905433
384 2.7839643653
487 3.0562347188
1495 3.7091988131
2190 4.0983606557
5014 4.0983606557
evaluations raw_y
1 1.4188422247
3 1.7146776406
10 2.2281639929
135 2.3277467412
282 2.3629489603
303 2.4366471735
875 2.5562372188
1015 2.5987525988
1134 2.7839643653
5014 2.7839643653
evaluations raw_y
1 0.6760411033
2 0.8007687380
3 0.9077705156
6 1.2487512488
7 1.8573551263
13 1.8796992481
26 2.0259319287
91 2.1367521368
121 2.2603978300
228 2.3629489603
230 2.6881720430
232 2.9976019185
366 3.1806615776
5014 3.1806615776
evaluations raw_y
1 1.1825922422
2 1.7730496454
3 1.7934002869
70 2.0259319287
90 2.0798668885
135 2.1079258010
421 2.2935779817
715 2.3277467412
863 2.3629489603
1607 2.4366471735
1780 2.7839643653
2507 2.8344671202
3196 2.9411764706
3559 3.0562347188
3663 3.1172069825
3753 3.1806615776
4456 3.7091988131
5014 3.7091988131
evaluations raw_y
1 1.2388503469
4 1.2794268168
5 1.3007284079
8 1.4318442153
19 1.7337031900
101 2.0525451560
166 2.1968365554
351 2.2603978300
373 2.4366471735
387 2.5987525988
465 2.7352297593
1089 2.7839643653
1125 2.8344671202
1256 2.8868360277
5014 2.8868360277
evaluations raw_y
1 0.8486082824
2 1.6600265604
43 1.7337031900
93 1.8796992481
115 2.1367521368
161 2.2281639929
187 2.3992322457
255 2.5150905433
813 2.6881720430
1832 2.8868360277
3255 3.3156498674
4203 3.4626038781
5014 3.4626038781
evaluations raw_y
1 0.8871540099
2 1.3812154696
3 2.0000000000
33 2.0525451560
224 2.1079258010
303 2.2603978300
356 2.3277467412
413 2.3992322457
472 2.5150905433
483 2.7352297593
653 3.1172069825
1104 3.1806615776
1186 3.3156498674
2284 3.5410764873
2585 3.8940809969
5014 3.8940809969
