evaluations raw_y
1 -389.0000000000
2 -254.0000000000
8 -242.0000000000
101 -221.0000000000
143 -201.0000000000
207 -194.0000000000
208 -174.0000000000
261 -148.0000000000
268 -115.0000000000
326 -87.0000000000
338 -75.0000000000
368 -61.0000000000
370 -22.0000000000
518 -16.0000000000
599 -15.0000000000
603 -8.0000000000
758 -3.0000000000
781 2.0000000000
922 4.0000000000
1280 5.0000000000
1488 6.0000000000
5001 -7.0000000000
evaluations raw_y
1 -490.0000000000
2 -443.0000000000
3 -248.0000000000
129 -208.0000000000
158 -141.0000000000
222 -127.0000000000
267 -120.0000000000
351 -75.0000000000
391 -68.0000000000
426 -55.0000000000
438 -48.0000000000
493 -47.0000000000
524 -29.0000000000
530 -28.0000000000
561 -22.0000000000
584 -15.0000000000
730 -3.0000000000
811 -2.0000000000
839 5.0000000000
1738 6.0000000000
5001 6.0000000000
evaluations raw_y
1 -376.0000000000
3 -302.0000000000
5 -242.0000000000
6 -229.0000000000
73 -208.0000000000
107 -168.0000000000
124 -129.0000000000
198 -101.0000000000
277 -100.0000000000
295 -82.0000000000
316 -41.0000000000
477 -34.0000000000
561 -28.0000000000
580 -16.0000000000
635 -10.0000000000
653 -9.0000000000
697 -3.0000000000
733 3.0000000000
822 4.0000000000
1304 5.0000000000
1586 6.0000000000
5001 6.0000000000
evaluations raw_y
1 -356.0000000000
2 -349.0000000000
9 -322.0000000000
10 -274.0000000000
18 -262.0000000000
118 -202.0000000000
124 -176.0000000000
145 -162.0000000000
159 -161.0000000000
178 -148.0000000000
259 -115.0000000000
285 -108.0000000000
288 -81.0000000000
297 -54.0000000000
343 -40.0000000000
463 -21.0000000000
481 -17.0000000000
485 -9.0000000000
626 -4.0000000000
634 -3.0000000000
686 -2.0000000000
718 3.0000000000
723 4.0000000000
850 5.0000000000
1677 6.0000000000
5001 -1.0000000000
evaluations raw_y
1 -316.0000000000
5 -262.0000000000
27 -168.0000000000
133 -155.0000000000
158 -114.0000000000
261 -108.0000000000
286 -102.0000000000
301 -55.0000000000
457 -29.0000000000
538 -28.0000000000
610 -22.0000000000
621 -9.0000000000
703 2.0000000000
712 3.0000000000
886 4.0000000000
1345 5.0000000000
2918 6.0000000000
4452 7.0000000000
5001 -47.0000000000
evaluations raw_y
1 -477.0000000000
3 -423.0000000000
5 -342.0000000000
12 -295.0000000000
25 -254.0000000000
27 -248.0000000000
37 -214.0000000000
45 -188.0000000000
142 -140.0000000000
179 -127.0000000000
204 -114.0000000000
251 -107.0000000000
317 -101.0000000000
352 -94.0000000000
371 -81.0000000000
419 -74.0000000000
438 -68.0000000000
474 -55.0000000000
497 -41.0000000000
525 -35.0000000000
579 -28.0000000000
634 -21.0000000000
656 -15.0000000000
702 -2.0000000000
903 4.0000000000
1068 5.0000000000
2268 6.0000000000
5001 -28.0000000000
evaluations raw_y
1 -342.0000000000
17 -322.0000000000
31 -316.0000000000
35 -268.0000000000
55 -229.0000000000
91 -221.0000000000
122 -201.0000000000
159 -194.0000000000
206 -142.0000000000
221 -107.0000000000
313 -102.0000000000
361 -101.0000000000
377 -94.0000000000
399 -74.0000000000
422 -67.0000000000
450 -35.0000000000
550 -22.0000000000
558 -15.0000000000
698 -2.0000000000
738 3.0000000000
864 4.0000000000
1501 5.0000000000
1941 6.0000000000
5001 6.0000000000
evaluations raw_y
1 -652.0000000000
2 -369.0000000000
3 -302.0000000000
4 -295.0000000000
8 -268.0000000000
39 -255.0000000000
46 -241.0000000000
75 -221.0000000000
81 -194.0000000000
134 -127.0000000000
160 -101.0000000000
183 -94.0000000000
268 -88.0000000000
309 -81.0000000000
352 -75.0000000000
357 -41.0000000000
428 -36.0000000000
488 -35.0000000000
543 -21.0000000000
568 -15.0000000000
621 -8.0000000000
747 -4.0000000000
813 -2.0000000000
858 4.0000000000
1108 5.0000000000
1799 6.0000000000
5001 6.0000000000
evaluations raw_y
1 -315.0000000000
2 -249.0000000000
23 -242.0000000000
42 -235.0000000000
71 -107.0000000000
265 -100.0000000000
270 -87.0000000000
300 -81.0000000000
354 -60.0000000000
452 -54.0000000000
505 -40.0000000000
538 -28.0000000000
546 -22.0000000000
555 -21.0000000000
616 -15.0000000000
626 -9.0000000000
679 -1.0000000000
873 4.0000000000
973 5.0000000000
1442 6.0000000000
5001 6.0000000000
evaluations raw_y
1 -315.0000000000
26 -308.0000000000
31 -295.0000000000
33 -228.0000000000
94 -208.0000000000
135 -181.0000000000
150 -148.0000000000
230 -147.0000000000
241 -142.0000000000
255 -141.0000000000
290 -121.0000000000
327 -94.0000000000
416 -42.0000000000
472 -35.0000000000
552 -27.0000000000
610 -22.0000000000
722 -16.0000000000
738 -15.0000000000
784 -4.0000000000
802 1.0000000000
886 3.0000000000
1116 5.0000000000
1769 6.0000000000
2577 7.0000000000
5001 -101.0000000000
