evaluations raw_y
1 -457.0000000000
2 -242.0000000000
34 -208.0000000000
37 -168.0000000000
44 -135.0000000000
59 -128.0000000000
64 -101.0000000000
84 -88.0000000000
102 -75.0000000000
112 -55.0000000000
125 -54.0000000000
137 -48.0000000000
143 -29.0000000000
154 -3.0000000000
200 -1.0000000000
254 4.0000000000
264 5.0000000000
4938 6.0000000000
5002 5.0000000000
evaluations raw_y
1 -369.0000000000
2 -349.0000000000
4 -295.0000000000
7 -208.0000000000
14 -201.0000000000
32 -181.0000000000
52 -168.0000000000
70 -135.0000000000
75 -134.0000000000
91 -121.0000000000
106 -115.0000000000
108 -89.0000000000
139 -75.0000000000
191 -55.0000000000
205 -43.0000000000
207 -30.0000000000
234 -16.0000000000
247 -10.0000000000
263 -4.0000000000
326 -3.0000000000
368 3.0000000000
399 4.0000000000
523 5.0000000000
545 6.0000000000
5002 -41.0000000000
evaluations raw_y
1 -423.0000000000
2 -382.0000000000
3 -369.0000000000
6 -282.0000000000
8 -208.0000000000
9 -140.0000000000
36 -114.0000000000
54 -94.0000000000
65 -88.0000000000
67 -68.0000000000
73 -54.0000000000
85 -21.0000000000
107 -9.0000000000
111 5.0000000000
326 6.0000000000
5002 6.0000000000
evaluations raw_y
1 -329.0000000000
7 -288.0000000000
34 -254.0000000000
44 -248.0000000000
46 -228.0000000000
54 -168.0000000000
83 -161.0000000000
99 -141.0000000000
100 -108.0000000000
129 -101.0000000000
140 -88.0000000000
141 -87.0000000000
155 -81.0000000000
157 -54.0000000000
161 -42.0000000000
178 -34.0000000000
191 -8.0000000000
211 -2.0000000000
306 3.0000000000
316 4.0000000000
418 5.0000000000
621 6.0000000000
5002 -14.0000000000
evaluations raw_y
1 -497.0000000000
2 -349.0000000000
5 -322.0000000000
11 -302.0000000000
20 -295.0000000000
22 -249.0000000000
25 -248.0000000000
28 -221.0000000000
42 -215.0000000000
47 -201.0000000000
56 -154.0000000000
70 -120.0000000000
79 -67.0000000000
86 -47.0000000000
107 -33.0000000000
146 -28.0000000000
150 -27.0000000000
159 -22.0000000000
237 -16.0000000000
274 -9.0000000000
287 -3.0000000000
298 -2.0000000000
311 -1.0000000000
317 4.0000000000
338 5.0000000000
524 6.0000000000
5002 6.0000000000
evaluations raw_y
1 -484.0000000000
2 -416.0000000000
3 -362.0000000000
6 -208.0000000000
49 -201.0000000000
52 -154.0000000000
56 -94.0000000000
114 -87.0000000000
130 -67.0000000000
169 -54.0000000000
175 -48.0000000000
178 -47.0000000000
190 -41.0000000000
245 -35.0000000000
251 -29.0000000000
256 -28.0000000000
269 -23.0000000000
275 -22.0000000000
287 -21.0000000000
309 -9.0000000000
335 -3.0000000000
391 3.0000000000
447 4.0000000000
566 5.0000000000
704 6.0000000000
5002 -34.0000000000
evaluations raw_y
1 -228.0000000000
21 -201.0000000000
40 -194.0000000000
64 -161.0000000000
84 -147.0000000000
98 -134.0000000000
105 -114.0000000000
111 -94.0000000000
116 -54.0000000000
138 -48.0000000000
140 -41.0000000000
145 -28.0000000000
169 -21.0000000000
176 -15.0000000000
188 -9.0000000000
261 -3.0000000000
316 -2.0000000000
319 4.0000000000
399 5.0000000000
600 6.0000000000
5002 -61.0000000000
evaluations raw_y
1 -262.0000000000
15 -255.0000000000
17 -208.0000000000
21 -161.0000000000
43 -155.0000000000
59 -134.0000000000
82 -114.0000000000
85 -101.0000000000
102 -81.0000000000
114 -48.0000000000
135 -41.0000000000
180 -22.0000000000
220 -9.0000000000
294 4.0000000000
383 5.0000000000
1643 6.0000000000
5002 -34.0000000000
evaluations raw_y
1 -483.0000000000
2 -430.0000000000
3 -362.0000000000
29 -342.0000000000
31 -268.0000000000
40 -248.0000000000
57 -241.0000000000
58 -229.0000000000
61 -221.0000000000
86 -194.0000000000
88 -167.0000000000
103 -154.0000000000
139 -147.0000000000
140 -120.0000000000
199 -107.0000000000
201 -100.0000000000
209 -80.0000000000
226 -67.0000000000
239 -40.0000000000
278 -35.0000000000
292 -34.0000000000
294 -28.0000000000
311 -10.0000000000
383 -9.0000000000
404 -3.0000000000
444 3.0000000000
525 5.0000000000
5002 5.0000000000
evaluations raw_y
1 -430.0000000000
2 -308.0000000000
11 -282.0000000000
16 -268.0000000000
26 -228.0000000000
40 -222.0000000000
50 -182.0000000000
68 -161.0000000000
72 -141.0000000000
96 -121.0000000000
99 -101.0000000000
105 -96.0000000000
113 -75.0000000000
116 -55.0000000000
128 -35.0000000000
170 -34.0000000000
175 -28.0000000000
198 -21.0000000000
201 -15.0000000000
225 -9.0000000000
277 -3.0000000000
303 4.0000000000
354 5.0000000000
467 6.0000000000
5002 6.0000000000
