evaluations raw_y
1 0.9025270758
4 1.0477787091
6 1.0993843448
11 1.5605493134
27 1.8355359765
49 2.0000000000
66 2.1663778163
96 2.2281639929
377 2.2935779817
422 2.3629489603
667 2.4752475248
1037 2.5150905433
3465 2.5562372188
3744 2.8344671202
5012 0.8973438622
evaluations raw_y
1 1.4060742407
4 1.5151515152
7 2.0525451560
151 2.1079258010
325 2.1663778163
353 2.2281639929
755 2.3629489603
2220 2.6881720430
3222 2.7352297593
5012 0.9349289454
evaluations raw_y
1 0.8305647841
2 2.1079258010
67 2.1367521368
95 2.6427061311
3787 2.8344671202
5012 0.9881422925
evaluations raw_y
1 0.4387504388
2 1.0477787091
3 1.4318442153
16 1.6960651289
90 1.8796992481
223 2.1367521368
780 2.2935779817
1268 2.5150905433
1790 2.6427061311
4299 2.7352297593
5012 0.7580351728
evaluations raw_y
1 1.0993843448
9 1.2487512488
10 1.2588116818
11 1.4585764294
13 1.7531556802
54 1.7730496454
86 2.0525451560
492 2.1079258010
508 2.1968365554
640 2.2603978300
698 2.3629489603
1437 2.4366471735
1887 2.4752475248
2225 3.4626038781
2998 3.5410764873
5012 0.7807620237
evaluations raw_y
1 1.0620220901
2 1.6778523490
18 2.1367521368
119 2.1968365554
182 2.7839643653
424 2.9976019185
5012 1.5299877601
evaluations raw_y
1 2.1079258010
524 2.2281639929
754 2.3629489603
1137 3.1806615776
5012 0.9944311854
evaluations raw_y
1 1.2100677638
8 1.3691128149
15 1.4450867052
17 1.4585764294
26 1.5605493134
35 1.6960651289
100 1.9260400616
205 2.2935779817
368 2.5562372188
535 2.6881720430
1101 3.3156498674
5012 0.9238728751
evaluations raw_y
1 1.7934002869
20 1.8796992481
29 2.1663778163
140 2.2281639929
605 2.3277467412
914 2.6427061311
1662 2.7352297593
5012 0.8048937540
evaluations raw_y
1 1.5299877601
9 1.7531556802
73 2.0259319287
106 2.1079258010
228 2.2281639929
646 2.2603978300
1313 2.4366471735
2287 2.9976019185
5012 1.1071744907
