evaluations raw_y
1 -430.0000000000
2 -222.0000000000
14 -141.0000000000
33 -121.0000000000
143 -114.0000000000
201 -61.0000000000
401 -34.0000000000
606 -28.0000000000
838 -22.0000000000
856 -9.0000000000
1551 -3.0000000000
1568 -2.0000000000
1663 2.0000000000
1710 3.0000000000
2112 4.0000000000
2204 5.0000000000
4422 6.0000000000
5000 -114.0000000000
evaluations raw_y
1 -342.0000000000
4 -288.0000000000
11 -221.0000000000
52 -215.0000000000
72 -174.0000000000
120 -127.0000000000
229 -121.0000000000
274 -101.0000000000
331 -68.0000000000
352 -61.0000000000
450 -41.0000000000
466 -29.0000000000
547 -23.0000000000
611 -21.0000000000
625 -15.0000000000
626 -10.0000000000
811 -3.0000000000
907 3.0000000000
1469 5.0000000000
5000 -35.0000000000
