evaluations raw_y
1 -457.0000000000
2 -356.0000000000
6 -349.0000000000
18 -315.0000000000
20 -302.0000000000
21 -242.0000000000
23 -208.0000000000
64 -195.0000000000
74 -181.0000000000
82 -134.0000000000
100 -121.0000000000
104 -94.0000000000
152 -68.0000000000
159 -40.0000000000
237 -34.0000000000
242 -28.0000000000
259 -22.0000000000
264 -16.0000000000
291 -9.0000000000
443 -2.0000000000
516 4.0000000000
923 5.0000000000
1031 6.0000000000
5002 -7.0000000000
evaluations raw_y
1 -342.0000000000
7 -275.0000000000
19 -235.0000000000
45 -228.0000000000
46 -188.0000000000
65 -175.0000000000
71 -113.0000000000
112 -94.0000000000
129 -54.0000000000
135 -48.0000000000
166 -47.0000000000
168 -34.0000000000
179 -28.0000000000
266 -2.0000000000
389 4.0000000000
471 5.0000000000
791 6.0000000000
5002 0.0000000000
evaluations raw_y
1 -329.0000000000
19 -308.0000000000
28 -241.0000000000
40 -234.0000000000
67 -228.0000000000
73 -221.0000000000
83 -201.0000000000
87 -194.0000000000
92 -181.0000000000
104 -161.0000000000
114 -140.0000000000
130 -134.0000000000
132 -127.0000000000
151 -114.0000000000
155 -107.0000000000
160 -94.0000000000
194 -80.0000000000
206 -74.0000000000
220 -67.0000000000
255 -60.0000000000
284 -47.0000000000
287 -41.0000000000
304 -34.0000000000
319 -22.0000000000
328 -17.0000000000
334 -10.0000000000
370 -9.0000000000
459 3.0000000000
572 4.0000000000
660 5.0000000000
866 6.0000000000
5002 -94.0000000000
evaluations raw_y
1 -457.0000000000
2 -342.0000000000
4 -302.0000000000
5 -275.0000000000
19 -248.0000000000
21 -214.0000000000
30 -188.0000000000
44 -174.0000000000
50 -154.0000000000
53 -147.0000000000
80 -121.0000000000
88 -101.0000000000
169 -94.0000000000
181 -87.0000000000
200 -80.0000000000
203 -74.0000000000
215 -73.0000000000
236 -61.0000000000
268 -48.0000000000
313 -42.0000000000
320 -35.0000000000
336 -34.0000000000
344 -28.0000000000
350 -15.0000000000
414 -10.0000000000
446 -4.0000000000
553 2.0000000000
566 3.0000000000
653 4.0000000000
734 5.0000000000
918 6.0000000000
5002 -41.0000000000
evaluations raw_y
1 -430.0000000000
4 -262.0000000000
5 -248.0000000000
18 -241.0000000000
23 -215.0000000000
38 -175.0000000000
51 -174.0000000000
57 -161.0000000000
69 -141.0000000000
70 -128.0000000000
114 -114.0000000000
115 -107.0000000000
152 -87.0000000000
176 -74.0000000000
204 -55.0000000000
261 -48.0000000000
277 -29.0000000000
291 -22.0000000000
299 -16.0000000000
301 -15.0000000000
327 -8.0000000000
357 4.0000000000
483 5.0000000000
537 6.0000000000
1001 7.0000000000
5002 -34.0000000000
evaluations raw_y
1 -558.0000000000
2 -195.0000000000
17 -188.0000000000
23 -174.0000000000
25 -148.0000000000
55 -141.0000000000
56 -114.0000000000
96 -94.0000000000
126 -74.0000000000
138 -61.0000000000
170 -55.0000000000
190 -48.0000000000
227 -8.0000000000
238 5.0000000000
451 6.0000000000
5002 -54.0000000000
evaluations raw_y
1 -275.0000000000
14 -255.0000000000
19 -248.0000000000
28 -235.0000000000
33 -208.0000000000
45 -195.0000000000
53 -181.0000000000
59 -154.0000000000
72 -148.0000000000
94 -134.0000000000
120 -107.0000000000
141 -87.0000000000
189 -68.0000000000
210 -61.0000000000
221 -55.0000000000
249 -48.0000000000
278 -35.0000000000
288 -29.0000000000
325 -22.0000000000
336 -16.0000000000
355 -15.0000000000
471 -9.0000000000
479 -2.0000000000
540 4.0000000000
661 5.0000000000
665 6.0000000000
5002 6.0000000000
evaluations raw_y
1 -578.0000000000
2 -444.0000000000
3 -241.0000000000
32 -221.0000000000
59 -154.0000000000
65 -114.0000000000
84 -107.0000000000
106 -100.0000000000
135 -54.0000000000
209 -41.0000000000
230 -9.0000000000
308 -4.0000000000
399 -3.0000000000
557 3.0000000000
573 4.0000000000
1184 5.0000000000
1347 6.0000000000
5002 -94.0000000000
evaluations raw_y
1 -436.0000000000
2 -255.0000000000
31 -241.0000000000
39 -228.0000000000
43 -221.0000000000
50 -188.0000000000
68 -168.0000000000
72 -147.0000000000
87 -121.0000000000
89 -101.0000000000
143 -67.0000000000
159 -61.0000000000
199 -48.0000000000
220 -47.0000000000
235 -41.0000000000
238 -34.0000000000
265 -28.0000000000
271 -21.0000000000
311 -1.0000000000
350 5.0000000000
2874 6.0000000000
5002 -41.0000000000
evaluations raw_y
1 -369.0000000000
2 -315.0000000000
5 -275.0000000000
12 -261.0000000000
17 -221.0000000000
43 -161.0000000000
63 -134.0000000000
80 -114.0000000000
86 -107.0000000000
96 -101.0000000000
110 -88.0000000000
139 -75.0000000000
148 -68.0000000000
170 -62.0000000000
198 -61.0000000000
229 -15.0000000000
267 -9.0000000000
447 -3.0000000000
576 3.0000000000
668 4.0000000000
763 5.0000000000
909 6.0000000000
5002 -40.0000000000
