evaluations raw_y
1 -497.0000000000
3 -223.0000000000
44 -188.0000000000
71 -161.0000000000
96 -154.0000000000
101 -141.0000000000
120 -128.0000000000
124 -115.0000000000
162 -107.0000000000
173 -95.0000000000
200 -88.0000000000
218 -81.0000000000
234 -67.0000000000
244 -55.0000000000
280 -42.0000000000
363 -35.0000000000
434 -22.0000000000
468 -15.0000000000
512 4.0000000000
869 5.0000000000
2041 6.0000000000
5010 -94.0000000000
evaluations raw_y
1 -261.0000000000
7 -254.0000000000
11 -241.0000000000
23 -228.0000000000
79 -207.0000000000
103 -181.0000000000
122 -154.0000000000
166 -134.0000000000
192 -107.0000000000
226 -95.0000000000
261 -75.0000000000
305 -61.0000000000
370 -21.0000000000
551 -8.0000000000
665 -2.0000000000
914 4.0000000000
1305 5.0000000000
3219 6.0000000000
5010 -9.0000000000
evaluations raw_y
1 -457.0000000000
2 -268.0000000000
17 -221.0000000000
35 -187.0000000000
90 -168.0000000000
139 -94.0000000000
239 -74.0000000000
249 -61.0000000000
265 -55.0000000000
332 -48.0000000000
429 -15.0000000000
525 -10.0000000000
542 -3.0000000000
636 2.0000000000
762 4.0000000000
1244 5.0000000000
1741 6.0000000000
3501 7.0000000000
5010 -67.0000000000
evaluations raw_y
1 -281.0000000000
30 -275.0000000000
37 -269.0000000000
59 -262.0000000000
65 -207.0000000000
75 -181.0000000000
99 -134.0000000000
162 -114.0000000000
208 -107.0000000000
235 -88.0000000000
311 -81.0000000000
340 -80.0000000000
409 -55.0000000000
454 -35.0000000000
605 -28.0000000000
627 -21.0000000000
728 5.0000000000
3419 6.0000000000
5010 -2.0000000000
evaluations raw_y
1 -336.0000000000
7 -316.0000000000
8 -315.0000000000
14 -302.0000000000
19 -282.0000000000
35 -242.0000000000
47 -241.0000000000
73 -208.0000000000
106 -201.0000000000
122 -181.0000000000
130 -134.0000000000
213 -122.0000000000
222 -114.0000000000
228 -102.0000000000
254 -74.0000000000
317 -62.0000000000
352 -48.0000000000
370 -22.0000000000
472 -2.0000000000
732 4.0000000000
1885 5.0000000000
4688 6.0000000000
5010 -22.0000000000
evaluations raw_y
1 -376.0000000000
5 -269.0000000000
94 -222.0000000000
117 -215.0000000000
134 -208.0000000000
169 -175.0000000000
211 -102.0000000000
265 -95.0000000000
273 -68.0000000000
350 -61.0000000000
376 -55.0000000000
433 -48.0000000000
464 -35.0000000000
490 -34.0000000000
545 -23.0000000000
569 -22.0000000000
617 -16.0000000000
623 -15.0000000000
682 -14.0000000000
838 -9.0000000000
999 -8.0000000000
1016 -3.0000000000
1161 4.0000000000
1957 5.0000000000
3975 6.0000000000
5010 -75.0000000000
evaluations raw_y
1 -436.0000000000
2 -275.0000000000
5 -235.0000000000
71 -202.0000000000
73 -148.0000000000
119 -135.0000000000
153 -121.0000000000
171 -87.0000000000
230 -81.0000000000
234 -74.0000000000
277 -55.0000000000
286 -41.0000000000
487 -34.0000000000
549 -27.0000000000
557 -9.0000000000
794 -2.0000000000
875 4.0000000000
1140 5.0000000000
2839 6.0000000000
5010 -14.0000000000
evaluations raw_y
1 -342.0000000000
2 -316.0000000000
11 -261.0000000000
32 -154.0000000000
78 -141.0000000000
125 -121.0000000000
143 -88.0000000000
162 -68.0000000000
225 -62.0000000000
277 -55.0000000000
423 -41.0000000000
494 -36.0000000000
532 -15.0000000000
745 -14.0000000000
771 -3.0000000000
1119 3.0000000000
1188 4.0000000000
1790 5.0000000000
3465 6.0000000000
4937 7.0000000000
5010 -7.0000000000
evaluations raw_y
1 -571.0000000000
2 -544.0000000000
3 -423.0000000000
5 -268.0000000000
18 -208.0000000000
47 -201.0000000000
87 -154.0000000000
139 -114.0000000000
140 -107.0000000000
184 -81.0000000000
199 -35.0000000000
259 -28.0000000000
476 -22.0000000000
544 -16.0000000000
615 -2.0000000000
1102 4.0000000000
2368 5.0000000000
5010 -15.0000000000
evaluations raw_y
1 -457.0000000000
2 -248.0000000000
52 -208.0000000000
119 -134.0000000000
170 -94.0000000000
230 -68.0000000000
304 -67.0000000000
323 -54.0000000000
332 -49.0000000000
359 -29.0000000000
375 -15.0000000000
770 -2.0000000000
1188 3.0000000000
1528 4.0000000000
2043 5.0000000000
2789 6.0000000000
5010 -14.0000000000
