evaluations raw_y
1 -302.0000000000
2 -295.0000000000
6 -288.0000000000
13 -282.0000000000
23 -248.0000000000
30 -154.0000000000
278 -128.0000000000
313 -127.0000000000
384 -108.0000000000
452 -94.0000000000
467 -88.0000000000
552 -68.0000000000
597 -49.0000000000
666 -48.0000000000
715 -29.0000000000
758 -22.0000000000
938 -16.0000000000
1143 -10.0000000000
1265 -9.0000000000
1459 -8.0000000000
1530 4.0000000000
1686 5.0000000000
4474 6.0000000000
5000 -80.0000000000
evaluations raw_y
1 -484.0000000000
2 -369.0000000000
5 -356.0000000000
10 -336.0000000000
11 -328.0000000000
16 -315.0000000000
32 -295.0000000000
55 -201.0000000000
111 -195.0000000000
130 -194.0000000000
152 -175.0000000000
165 -148.0000000000
188 -135.0000000000
212 -127.0000000000
364 -114.0000000000
381 -101.0000000000
442 -95.0000000000
483 -82.0000000000
519 -75.0000000000
641 -42.0000000000
702 -35.0000000000
770 -29.0000000000
978 -28.0000000000
992 -23.0000000000
1022 -22.0000000000
1086 -14.0000000000
1203 -9.0000000000
1308 -8.0000000000
1461 -3.0000000000
1643 2.0000000000
1739 4.0000000000
1987 5.0000000000
2371 6.0000000000
5000 3.0000000000
