evaluations raw_y
1 -531.0000000000
2 -423.0000000000
4 -295.0000000000
50 -268.0000000000
57 -235.0000000000
129 -174.0000000000
273 -155.0000000000
310 -154.0000000000
314 -134.0000000000
391 -61.0000000000
504 -55.0000000000
579 -48.0000000000
646 -42.0000000000
788 -27.0000000000
909 -16.0000000000
1131 -2.0000000000
1739 3.0000000000
2160 4.0000000000
2214 5.0000000000
5000 -54.0000000000
evaluations raw_y
1 -423.0000000000
2 -355.0000000000
3 -289.0000000000
10 -275.0000000000
36 -214.0000000000
54 -194.0000000000
120 -188.0000000000
149 -174.0000000000
160 -167.0000000000
329 -114.0000000000
415 -107.0000000000
417 -100.0000000000
509 -95.0000000000
512 -88.0000000000
551 -87.0000000000
556 -68.0000000000
633 -35.0000000000
672 -22.0000000000
1151 -21.0000000000
1248 -16.0000000000
1410 -4.0000000000
1422 4.0000000000
3027 5.0000000000
5000 -29.0000000000
