evaluations raw_y
1 1.5299877601
4 1.9025875190
156 2.0798668885
317 2.2281639929
499 2.2603978300
554 2.4752475248
2022 2.5562372188
2109 2.5987525988
2557 2.6427061311
4455 2.8868360277
5002 1.2100677638
evaluations raw_y
1 1.0339123242
4 1.2487512488
5 1.3340448239
6 1.6960651289
28 2.0525451560
63 2.1367521368
123 2.3277467412
1051 2.4752475248
1753 2.5987525988
1822 2.6881720430
2282 2.9411764706
2703 3.7091988131
5002 1.3572204126
evaluations raw_y
1 1.6087516088
21 1.6254876463
45 1.6600265604
61 1.7146776406
101 1.8573551263
108 1.9500780031
186 2.0798668885
393 2.1663778163
627 2.2603978300
1001 2.3992322457
1075 2.7352297593
1865 2.8344671202
3908 2.8868360277
3940 2.9411764706
4014 3.1172069825
5002 1.3812154696
evaluations raw_y
1 0.9881422925
2 1.8573551263
61 1.9025875190
95 2.1367521368
895 2.1968365554
939 2.3992322457
1056 2.7352297593
4828 2.8344671202
5002 1.0917030568
evaluations raw_y
1 1.1478420569
2 1.1916110582
3 1.2690355330
5 1.3455328310
9 1.4450867052
10 1.8355359765
26 2.0259319287
200 2.0798668885
387 2.1367521368
498 2.2603978300
568 2.5987525988
1134 2.6427061311
2461 2.7352297593
3053 2.7839643653
5002 1.4188422247
evaluations raw_y
1 1.4060742407
8 1.7934002869
15 1.8142235123
146 2.1079258010
209 2.3277467412
299 2.3992322457
387 2.5987525988
972 2.8344671202
1821 2.9411764706
5002 1.0072522160
evaluations raw_y
1 1.2487512488
18 1.2899896801
24 2.0000000000
126 2.1367521368
143 2.3992322457
690 2.4752475248
768 2.6881720430
2237 2.9411764706
3897 2.9976019185
5002 1.6778523490
evaluations raw_y
1 1.1394712853
6 1.8355359765
28 1.9260400616
339 2.0798668885
354 2.1663778163
356 2.2935779817
558 2.3629489603
1068 2.5562372188
1452 2.6881720430
3029 2.7839643653
3845 2.9976019185
4229 3.3156498674
5002 1.0072522160
evaluations raw_y
1 0.7846829881
2 1.2794268168
4 1.9500780031
90 2.1079258010
101 2.3277467412
109 2.3992322457
260 2.9976019185
3825 3.1172069825
4852 3.5410764873
5002 1.0137875101
evaluations raw_y
1 1.1825922422
3 1.5923566879
30 1.9260400616
232 2.1367521368
410 2.2281639929
417 2.4366471735
577 2.7352297593
1016 3.0562347188
3907 3.1806615776
5002 1.3227513228
