evaluations raw_y
1 -423.0000000000
3 -369.0000000000
4 -362.0000000000
6 -315.0000000000
9 -262.0000000000
44 -248.0000000000
52 -228.0000000000
72 -201.0000000000
123 -188.0000000000
143 -181.0000000000
149 -154.0000000000
177 -148.0000000000
183 -140.0000000000
203 -121.0000000000
244 -107.0000000000
325 -88.0000000000
351 -75.0000000000
405 -74.0000000000
406 -55.0000000000
428 -47.0000000000
439 -42.0000000000
462 -40.0000000000
507 -35.0000000000
539 -21.0000000000
626 -20.0000000000
638 0.0000000000
743 6.0000000000
5001 6.0000000000
evaluations raw_y
1 -248.0000000000
57 -208.0000000000
72 -201.0000000000
89 -168.0000000000
115 -154.0000000000
169 -74.0000000000
283 -68.0000000000
306 -48.0000000000
330 -47.0000000000
347 -29.0000000000
455 -21.0000000000
497 -15.0000000000
620 -10.0000000000
681 -9.0000000000
699 -8.0000000000
729 3.0000000000
1075 4.0000000000
1077 5.0000000000
2257 6.0000000000
2751 7.0000000000
5001 -80.0000000000
evaluations raw_y
1 -524.0000000000
2 -383.0000000000
4 -335.0000000000
10 -248.0000000000
80 -221.0000000000
81 -175.0000000000
93 -133.0000000000
161 -127.0000000000
166 -114.0000000000
192 -74.0000000000
199 -67.0000000000
207 -55.0000000000
310 -48.0000000000
328 -21.0000000000
510 -16.0000000000
521 -14.0000000000
558 4.0000000000
568 5.0000000000
927 6.0000000000
5001 -67.0000000000
evaluations raw_y
1 -416.0000000000
4 -315.0000000000
16 -275.0000000000
20 -255.0000000000
29 -248.0000000000
70 -241.0000000000
126 -234.0000000000
127 -194.0000000000
153 -168.0000000000
172 -162.0000000000
224 -141.0000000000
254 -108.0000000000
297 -107.0000000000
298 -54.0000000000
431 -28.0000000000
492 -16.0000000000
666 -8.0000000000
838 -2.0000000000
936 1.0000000000
946 4.0000000000
1040 5.0000000000
1293 6.0000000000
5001 -7.0000000000
evaluations raw_y
1 -308.0000000000
2 -281.0000000000
12 -268.0000000000
33 -242.0000000000
45 -228.0000000000
58 -187.0000000000
142 -181.0000000000
153 -161.0000000000
168 -148.0000000000
176 -141.0000000000
189 -128.0000000000
213 -108.0000000000
247 -95.0000000000
272 -62.0000000000
298 -61.0000000000
313 -49.0000000000
401 -48.0000000000
425 -42.0000000000
430 -22.0000000000
568 -4.0000000000
671 -3.0000000000
675 1.0000000000
755 2.0000000000
849 5.0000000000
1854 6.0000000000
2877 7.0000000000
5001 -13.0000000000
evaluations raw_y
1 -302.0000000000
28 -208.0000000000
54 -202.0000000000
78 -127.0000000000
109 -121.0000000000
137 -115.0000000000
153 -74.0000000000
190 -69.0000000000
234 -68.0000000000
237 -48.0000000000
291 -41.0000000000
298 -34.0000000000
317 -28.0000000000
378 -23.0000000000
405 -22.0000000000
406 -16.0000000000
408 -15.0000000000
421 -3.0000000000
437 4.0000000000
897 5.0000000000
1507 6.0000000000
5001 -35.0000000000
evaluations raw_y
1 -423.0000000000
2 -315.0000000000
6 -309.0000000000
22 -295.0000000000
27 -275.0000000000
58 -248.0000000000
64 -201.0000000000
91 -195.0000000000
100 -107.0000000000
191 -102.0000000000
199 -101.0000000000
276 -94.0000000000
279 -88.0000000000
299 -42.0000000000
362 -35.0000000000
406 -22.0000000000
436 -4.0000000000
441 3.0000000000
675 4.0000000000
1513 5.0000000000
2496 6.0000000000
2898 7.0000000000
5001 -53.0000000000
evaluations raw_y
1 -416.0000000000
2 -369.0000000000
3 -315.0000000000
13 -227.0000000000
82 -208.0000000000
99 -168.0000000000
106 -161.0000000000
109 -141.0000000000
141 -114.0000000000
194 -60.0000000000
347 -48.0000000000
352 -42.0000000000
372 -41.0000000000
389 -36.0000000000
418 -22.0000000000
439 -15.0000000000
566 3.0000000000
577 6.0000000000
1626 7.0000000000
5001 -53.0000000000
evaluations raw_y
1 -389.0000000000
3 -187.0000000000
93 -168.0000000000
130 -128.0000000000
184 -121.0000000000
219 -115.0000000000
226 -114.0000000000
244 -94.0000000000
254 -81.0000000000
315 -55.0000000000
388 -42.0000000000
433 -36.0000000000
450 -28.0000000000
485 -23.0000000000
502 -15.0000000000
530 -9.0000000000
541 -2.0000000000
759 2.0000000000
820 3.0000000000
856 4.0000000000
1091 5.0000000000
2210 6.0000000000
5001 -54.0000000000
evaluations raw_y
1 -396.0000000000
3 -356.0000000000
4 -262.0000000000
22 -241.0000000000
63 -222.0000000000
68 -154.0000000000
103 -122.0000000000
114 -108.0000000000
149 -81.0000000000
231 -68.0000000000
279 -55.0000000000
316 -36.0000000000
323 -28.0000000000
368 -22.0000000000
428 -9.0000000000
478 -1.0000000000
673 4.0000000000
1177 5.0000000000
2303 6.0000000000
2789 7.0000000000
5001 7.0000000000
